$GNTXT,01,01,02,u-blox AG - www.u-blox.com*4E

$GNTXT,01,01,02,HW UBX-M8030 00080000*60
$GNTXT,01,01,02,ROM CORE 3.01 (107888)*2B
$GNTXT,01,01,02,FWVER=SPG 3.01*46
$GNTXT,01,01,02,PROTVER=18.00*11
$GNTXT,01,01,02,GPS;GLO;GAL;BDS*77

$GNTXT,01,01,02,SBAS;IMES;QZSS*49
$GNTXT,01,01,02,GNSS OTP=GPS;GLO*37

$GNTXT,01,01,02,LLC=FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFF-FFFFFFFD*2F
$GNTXT,01,01,02,ANTSUPERV=AC SD PDoS SR*3E
$GNTXT,01,01,02,ANTSTATUS=OK*25
$GNTXT,01,01,02,PF=3FF*4B

$GNRMC,124349.00,A,5552.32371,N,03800.08874,E,0.522,,120625,,,A,V*11
$GNVTG,,T,,M,0.522,N,0.966,K,A*31
$GNGGA,124349.00,5552.32371,N,03800.08874,E,1,10,0.94,134.2,M,12.9,M,,*42

$GNGSA,A,3,08,01,02,10,32,,,,,,,,1.45,0.94,1.10,1*07
$GNGSA,A,3,88,86,71,87,80,,,,,,,,1.45,0.94,1.10,2*00
$GNGSA,A,3,,,,,,,,,,,,,1.45,0.94,1.10,3*0E
$GPGSV,4,1,13,01,59,286,17,02,71,209,10,03,31,266,,08,16,211,12,0*66
$GPGSV,4,2,13,10,25,085,13,14,00,298,,17,21,320,19,19,02,339,,0*61
$GPGSV,4,3,13,22,07,313,,24,01,016,,28,24,125,16,31,07,148,13,0*61
$GPGSV,4,4,13,32,55,073,12,0*51
$GLGSV,2,1,08,70,27,051,,71,77,047,16,72,47,231,,79,16,001,,0*78
$GLGSV,2,2,08,80,16,053,12,86,50,172,25,87,71,284,12,88,14,326,15,0*71
$GAGSV,1,1,00,0*74
$GNGLL,5552.32371,N,03800.08874,E,124349.00,A,A*75

$GNRMC,124350.00,A,5552.32307,N,03800.09027,E,1.647,,120625,,,A,V*16

$GNVTG,,T,,M,1.647,N,3.051,K,A*3E
$GNGGA,124350.00,5552.32307,N,03800.09027,E,1,09,1.03,134.7,M,12.9,M,,*46
$GNGSA,A,3,08,01,02,32,,,,,,,,,1.54,1.03,1.14,1*0D
$GNGSA,A,3,88,86,71,87,80,,,,,,,,1.54,1.03,1.14,2*0B
$GNGSA,A,3,,,,,,,,,,,,,1.54,1.03,1.14,3*05
$GPGSV,4,1,13,01,59,286,16,02,71,209,16,03,31,266,,08,16,211,12,0*61
$GPGSV,4,2,13,10,25,085,,14,00,298,,17,21,320,18,19,02,339,,0*62
$GPGSV,4,3,13,22,07,313,,24,01,016,,28,24,125,16,31,07,148,10,0*62
$GPGSV,4,4,13,32,55,073,11,0*52

$GLGSV,2,1,08,70,27,051,,71,77,047,13,72,47,231,,79,16,001,,0*7D
$GLGSV,2,2,08,80,16,053,11,86,50,172,25,87,71,284,12,88,14,326,15,0*72
$GAGSV,1,1,00,0*74
$GNGLL,5552.32307,N,03800.09027,E,124350.00,A,A*73

$GNRMC,124351.00,A,5552.32317,N,03800.08998,E,0.875,,120625,,,A,V*14

$GNVTG,,T,,M,0.875,N,1.620,K,A*32
$GNGGA,124351.00,5552.32317,N,03800.08998,E,1,09,1.03,134.5,M,12.9,M,,*48
$GNGSA,A,3,08,01,02,32,,,,,,,,,1.54,1.03,1.14,1*0D
$GNGSA,A,3,88,86,71,87,80,,,,,,,,1.54,1.03,1.14,2*0B
$GNGSA,A,3,,,,,,,,,,,,,1.54,1.03,1.14,3*05
$GPGSV,4,1,13,01,59,286,15,02,71,209,16,03,31,266,,08,16,211,07,0*66
$GPGSV,4,2,13,10,25,085,,14,00,298,,17,21,320,19,19,02,339,,0*63
$GPGSV,4,3,13,22,07,313,,24,01,016,,28,24,125,15,31,07,148,09,0*69

$GPGSV,4,4,13,32,55,073,12,0*51
$GLGSV,2,1,08,70,27,051,,71,77,047,09,72,47,231,,79,16,001,,0*76
$GLGSV,2,2,08,80,16,053,08,86,50,172,25,87,71,284,11,88,14,326,14,0*78
$GAGSV,1,1,00,0*74
$GNGLL,5552.32317,N,03800.08998,E,124351.00,A,A*7F

$GNRMC,124352.00,A,5552.32314,N,03800.09060,E,0.767,,120625,,,A,V*17

$GNVTG,,T,,M,0.767,N,1.420,K,A*3C
$GNGGA,124352.00,5552.32314,N,03800.09060,E,1,09,1.03,133.9,M,12.9,M,,*4C
$GNGSA,A,3,08,01,02,32,,,,,,,,,1.54,1.03,1.14,1*0D
$GNGSA,A,3,88,86,71,87,80,,,,,,,,1.54,1.03,1.14,2*0B
$GNGSA,A,3,,,,,,,,,,,,,1.54,1.03,1.14,3*05
$GPGSV,4,1,13,01,59,286,15,02,71,209,15,03,31,266,,08,16,211,10,0*63
$GPGSV,4,2,13,10,25,085,,14,00,298,,17,21,320,18,19,02,339,,0*62

$GPGSV,4,3,13,22,07,313,,24,01,016,,28,24,125,14,31,07,148,08,0*69
$GPGSV,4,4,13,32,55,073,14,0*57
$GLGSV,2,1,08,70,27,051,,71,77,047,09,72,47,231,,79,16,001,,0*76
$GLGSV,2,2,08,80,16,053,08,86,50,172,25,87,71,284,11,88,14,326,15,0*79
$GAGSV,1,1,00,0*74
$GNGLL,5552.32314,N,03800.09060,E,124352.00,A,A*70

$GNRMC,124353.00,A,5552.32277,N,03800.09057,E,0.771,,120625,,,A,V*11

$GNVTG,,T,,M,0.771,N,1.427,K,A*3C
$GNGGA,124353.00,5552.32277,N,03800.09057,E,1,09,1.03,133.6,M,12.9,M,,*42
$GNGSA,A,3,08,01,02,32,,,,,,,,,1.54,1.03,1.14,1*0D
$GNGSA,A,3,88,86,71,87,80,,,,,,,,1.54,1.03,1.14,2*0B
$GNGSA,A,3,,,,,,,,,,,,,1.54,1.03,1.14,3*05
$GPGSV,4,1,13,01,59,286,15,02,71,209,08,03,31,266,,08,16,211,11,0*6E
$GPGSV,4,2,13,10,25,085,,14,00,298,,17,21,320,20,19,02,339,,0*69
$GPGSV,4,3,13,22,07,313,,24,01,016,,28,24,125,13,31,07,148,08,0*6E
$GPGSV,4,4,13,32,55,073,13,0*50
$GLGSV,2,1,08,70,27,051,,71,77,047,09,72,47,231,,79,16,001,,0*76
$GLGSV,2,2,08,80,16,053,07,86,49,172,25,87,71,284,09,88,14,326,15,0*77

$GAGSV,1,1,00,0*74
$GNGLL,5552.32277,N,03800.09057,E,124353.00,A,A*71

$GNRMC,124354.00,A,5552.32278,N,03800.09106,E,0.823,,120625,,,A,V*14
$GNVTG,,T,,M,0.823,N,1.525,K,A*37
$GNGGA,124354.00,5552.32278,N,03800.09106,E,1,08,1.04,133.8,M,12.9,M,,*47
$GNGSA,A,3,08,01,02,32,,,,,,,,,1.61,1.04,1.23,1*08
$GNGSA,A,3,88,86,87,80,,,,,,,,,1.61,1.04,1.23,2*08
$GNGSA,A,3,,,,,,,,,,,,,1.61,1.04,1.23,3*00

$GPGSV,4,1,13,01,59,286,17,02,71,209,10,03,31,266,,08,16,211,09,0*6C
$GPGSV,4,2,13,10,25,085,,14,00,298,,17,21,320,21,19,02,339,,0*68
$GPGSV,4,3,13,22,07,313,,24,01,016,,28,24,125,14,31,07,148,08,0*69
$GPGSV,4,4,13,32,55,073,14,0*57
$GLGSV,2,1,08,70,27,051,,71,77,047,07,72,47,231,,79,16,001,,0*78
$GLGSV,2,2,08,80,16,053,09,86,49,172,25,87,71,282,10,88,14,326,15,0*77
$GAGSV,1,1,00,0*74
$GNGLL,5552.32278,N,03800.09106,E,124354.00,A,A*7C

$GNRMC,124355.00,A,5552.32280,N,03800.09134,E,0.716,,120625,,,A,V*1A
$GNVTG,,T,,M,0.716,N,1.327,K,A*3A
$GNGGA,124355.00,5552.32280,N,03800.09134,E,1,09,1.03,131.7,M,12.9,M,,*4B
$GNGSA,A,3,08,01,02,32,,,,,,,,,1.54,1.03,1.14,1*0D
$GNGSA,A,3,88,86,71,87,80,,,,,,,,1.54,1.03,1.14,2*0B

$GNGSA,A,3,,,,,,,,,,,,,1.54,1.03,1.14,3*05
$GPGSV,4,1,13,01,59,286,19,02,71,209,15,03,31,266,,08,16,211,11,0*6E
$GPGSV,4,2,13,10,25,085,,14,00,298,,17,21,320,23,19,02,339,,0*6A
